eng,twi,count,source_files
click,gyigye,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
climate,dabeframa,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
climate,wim tebea,1,05_elementary_social_studies_twi; 12_hs_global_history_twi_parallel
climb,foro,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
cling,bata,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
cloth,ntama,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
clown,okuraaseni,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
cluster,oduru,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
clutch,kura,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
coalition,nkabom,1,09_Twi-Dictionary_parallel; 12_hs_global_history_twi_parallel
coffee,kafe,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
coffer,adaka,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
cogitation,adwene,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
cold,wiridudu,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
collect,tase,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
colony,atubrafo,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
combination,nkabom,1,08_hs_physics_twi_parallel; 09_Twi-Dictionary_parallel
come,ba,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
commend,kamfo,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
commit,di,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
common,kwasafode,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
communication,nkitahodi,1,05_elementary_social_studies_twi; 12_hs_global_history_twi_parallel
community,mpɔtam,1,07_hs_living_environment_twi_parallel; 12_hs_global_history_twi_parallel
compare,fa toto,1,05_elementary_social_studies_twi; 13_ela_twi_parallel
competition,Akansie,1,03_science-glossary; 07_hs_living_environment_twi_parallel
comprehend,te ase,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
comprehend,te aseɛ,1,04_mathematics-glossary; 09_Twi-Dictionary_parallel
conceal,hinta,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
concealment,hintabea,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
concede,pene,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
conceive,susu,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
condemnation,afobu,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
conduct,gya,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
confession,odwasi,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
confidence,gyidi,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
confirm,si so dua,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
confuse,tane ani,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
congeal,kyere,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
congregation,asafo,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
connect,pam,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
consent,pene,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
conservation,Adekora,1,03_science-glossary; 06_hs_chemistry_twi
consider,susu,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
consort,okunu,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
constable,polisini,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
consume,di,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
contain,di,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
contain,gye,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
contain,kura,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
contend,di aperepere,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
contend,ko,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
contest,akansi,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
continual,dapem,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
continue,da so,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
continue,toa so,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
contradict,gyigye ano,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
contrast,kyerɛ nsonsonoe,1,05_elementary_social_studies_twi; 13_ela_twi_parallel
contribution,ntoboa,1,09_Twi-Dictionary_parallel; 12_hs_global_history_twi_parallel
contrition,ahonu,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
control,di so,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
convert,dane,1,07_hs_living_environment_twi_parallel; 09_Twi-Dictionary_parallel
convert,sakra,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
convert,sesa,1,07_hs_living_environment_twi_parallel; 08_hs_physics_twi_parallel
cool,dwo,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
copper,kɔbere,1,06_hs_chemistry_twi; 09_Twi-Dictionary_parallel
corpse,efunu,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
cosmos,wiase,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
couch,butu,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
couch,mpa,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
countenance,anim,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
cousin,onua,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
cover,kata so,1,02_english-twi-dictionary; 07_hs_living_environment_twi_parallel
crash,dwere,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
crawl,wea,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
creak,kasa,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
creature,aboa,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
credit,dimpa,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
credit,gyidi,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
creep,wea,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
crest,dame,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
crop,aba,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
cross,twa asu,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
crowd,kyere so,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
crumple,pompono,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
culture,amammere,1,05_elementary_social_studies_twi; 12_hs_global_history_twi_parallel
cup,kuruwa,1,04_mathematics-glossary; 09_Twi-Dictionary_parallel
cure,sa yare,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
curse,dome,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
customs,amanne,1,11_hs_us_history_twi_parallel; 12_hs_global_history_twi_parallel
cut,twa,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
dance,sa,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
danger,amane,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
date,da,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
day,da,1,05_elementary_social_studies_twi; 16_Twi-census-Glossary_parallel
dead,owufo,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
dearth,okom,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
death,owu,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
debt,eka,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
debt,ɛka,1,11_hs_us_history_twi_parallel; 12_hs_global_history_twi_parallel
decay,see,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
decease,owu,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
decease,wu,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
declaration,mpaemuka,1,05_elementary_social_studies_twi; 09_Twi-Dictionary_parallel
decorate,hyehye,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
deed,ade,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
deem,dwene,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
deem,susu,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
defame,sopa,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
defend,gye,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
deficit,ɛka,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
defile,afae,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
defile,sɛe,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
definition,nkyerɛkyerɛmu,1,06_hs_chemistry_twi; 09_Twi-Dictionary_parallel
deform,sɛe,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
defraud,sisi,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
defray,tua ka,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
delegate,soma,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
deluge,bɔ,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
deluge,nsuyiri,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
descendant,aseni,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
describe,ka ho asɛm,1,09_Twi-Dictionary_parallel; 13_ela_twi_parallel
desert,sarem,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
deserve,fata,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
desist,gyae,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
destroy,sɛe,1,07_hs_living_environment_twi_parallel; 09_Twi-Dictionary_parallel
detail,nkyerɛkyerɛmu,1,09_Twi-Dictionary_parallel; 13_ela_twi_parallel
detect,yi adi,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
detest,kyi,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
diagram,mfonini,1,07_hs_living_environment_twi_parallel; 09_Twi-Dictionary_parallel
diamond,dɛnkyɛmmo,1,06_hs_chemistry_twi; 09_Twi-Dictionary_parallel
diet,aduane,1,07_hs_living_environment_twi_parallel; 09_Twi-Dictionary_parallel
disadvantage,ɔhaw,1,07_hs_living_environment_twi_parallel; 09_Twi-Dictionary_parallel
disallow,gu,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
disappear,yera,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
diseases,nyarewa,1,05_elementary_social_studies_twi; 12_hs_global_history_twi_parallel
dispute,gye akyinnye,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
disregard,pa,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
disseminate,gu,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
distance,kwan tenten,1,05_elementary_social_studies_twi; 12_hs_global_history_twi_parallel
distribution,ade kyekyɛ,1,05_elementary_social_studies_twi; 12_hs_global_history_twi_parallel
disturb,ha,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
diversity,ahorow,1,03_science-glossary; 09_Twi-Dictionary_parallel
diversity,sɛnea egu ahorow,1,05_elementary_social_studies_twi; 12_hs_global_history_twi_parallel
divide,kyɛ mu,1,07_hs_living_environment_twi_parallel; 09_Twi-Dictionary_parallel
divorce,awaregu,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
divorce,awaregyae,1,02_english-twi-dictionary; 19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
doom,atemmu,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
down,ase,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
dread,suro,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
dress,atade,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
dress,ntama,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
drug,aduru,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
drum,akyene,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
dry,hata,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
dry,wo,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
duck,dabodabo,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
dumb,mum,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
dwell,te,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
ear,aso,1,07_hs_living_environment_twi_parallel; 09_Twi-Dictionary_parallel
echo,gyigye,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
edge,ano,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
efface,popa,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
egg,Kosua,1,03_science-glossary; 07_hs_living_environment_twi_parallel
egg,kesua,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
eject,pam,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
elect,fa,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
elect,paw,1,05_elementary_social_studies_twi; 09_Twi-Dictionary_parallel
elect,yi,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
election,abatow,1,05_elementary_social_studies_twi; 12_hs_global_history_twi_parallel
elephantiasis,gyepim,1,07_hs_living_environment_twi_parallel; 09_Twi-Dictionary_parallel
elevate,pagya,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
embrace,tam,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
emit,fi,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
emit,yi,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
employment,adwuma,1,09_Twi-Dictionary_parallel; 16_Twi-census-Glossary_parallel
empty,hunu,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
encounter,nhyiam,1,05_elementary_social_studies_twi; 12_hs_global_history_twi_parallel
end,awiei,1,02_english-twi-dictionary; 13_ela_twi_parallel
era,bere,1,05_elementary_social_studies_twi; 12_hs_global_history_twi_parallel
espouse,gye aware,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
establish,si,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
estate,asase,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
estimate,bu ano,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
even,mpo,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
even,po,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
ever,da,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
exalt,kamfo,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
expansion,ntrɛwmu,1,05_elementary_social_studies_twi; 09_Twi-Dictionary_parallel
expel,pam,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
expel,tu,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
expire,wu,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
explain,kyerɛkyerɛ mu,1,04_mathematics-glossary; 13_ela_twi_parallel
exterior,akyiri,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
extol,kamfo,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
eye,gyen,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
fable,anansesɛm,1,09_Twi-Dictionary_parallel; 13_ela_twi_parallel
face,anim,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
fact,nokware,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
fade,pa,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
false,hunu,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
famine,okom,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
fare,di,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
farmer,okuafo,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
fast,di abuada,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
fasten,kyekyere,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
fat,srade,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
father-in-law,ase,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
fatigue,brɛ,1,07_hs_living_environment_twi_parallel; 09_Twi-Dictionary_parallel
fault,mfomso,1,03_science-glossary; 09_Twi-Dictionary_parallel
fear,osuro,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
feature,ani,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
feature,su,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
feel,te,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
fell,bu,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
fellow,akoa,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
female,obere,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
fifteen,edunnum,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
figure,nipadua,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
file,kitae,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
fire,ogya,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
fit,fata,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
fix,hye,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
fix,tua,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
flag,frankaa,1,05_elementary_social_studies_twi; 09_Twi-Dictionary_parallel
flood,nsuyiri,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
floor,fam,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
flow,sene,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
flow,tene,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
fly,tu,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
foam,ahuru,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
folktale,anansesɛm,1,05_elementary_social_studies_twi; 13_ela_twi_parallel
fondle,koko,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
food,aduan,1,05_elementary_social_studies_twi; 09_Twi-Dictionary_parallel
for,efise,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
forager,bafoo,1,02_english-twi-dictionary; 17_A Dictionary of the Asante and Fante Language_mono
forbear,gyae,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
ford,twa asu,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
forest,kwae,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
fork,adinam,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
form,su,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
formidable,kese pa,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
forthwith,amonom,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
forward,anim,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
frankness,ayamyi,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
freedom,fahodi,1,05_elementary_social_studies_twi; 09_Twi-Dictionary_parallel
freely,yiye,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
fresh,foforo,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
friend,adamfo,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
fright,abotu,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
frock,atade,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
from,fi,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
from,firi,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
front,anim,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
frontier,ɔhye,1,09_Twi-Dictionary_parallel; 11_hs_us_history_twi_parallel
froth,ahuru,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
fruit,Aduaba,1,03_science-glossary; 07_hs_living_environment_twi_parallel
fruit,aba,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
fry,kye,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
fun,agoro,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
funeral,afunsie,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
funeral,ayi,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
furnish,siesie,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
gain,mfaso,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
gale,mframadom,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
gallon,galɔn,1,04_mathematics-glossary; 07_hs_living_environment_twi_parallel
game,agoro,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
game,agoru,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
gaol,afiase,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
garb,atade,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
garment,atade,1,02_english-twi-dictionary; 09_Twi-Dictionary_parallel
